ENC_ID,class,tile_pixel_xc,tile_pixel_yc,bbox_pixel_xc,bbox_pixel_yc,bbox_local_xc,bbox_local_yc,bbox_width,bbox_height,bbox_rotation
c15bf3267c5b2ae6c900d27d03eb25bade65af2669116d90b25e42d267d23bbb,FCBK,24708179,14192260,24708154,14192547,535,846,88,39,1.0603188127293637
8e66281db31f34dd41b38e73c72123f9661244ac03e8f5ab40f8bb28a23d11f1,Zigzag,24742665,14297185,24742520,14296850,415,225,38,85,1.4974640556506926
a3a7b359cc26aafeaf93bb084468c54dd428d1813b799e9b49e10c64ac360dd1,Zigzag,24797657,14342615,24797201,14342174,103,119,72,37,1.4614203008253421
4facd2d126d4934a3854aaa2d536fe9d8159100d8b3165ee3eea7526060b7cc9,Zigzag,24641070,14249510,24640532,14249529,22,579,56,47,0.2374931992279438
c447f13dac5944dd426550139905a36804148f448e390023d1ce8cbcdf2142c3,FCBK,24773424,14376579,24773620,14376756,756,737,32,73,0.05640236884105602
138962a6e82dbeb4fe08cf53069181783f63c8dbd79fe2499d18de43d8edfea3,Zigzag,24964497,14241200,24964104,14240761,167,121,52,111,1.5684961545613951
138962a6e82dbeb4fe08cf53069181783f63c8dbd79fe2499d18de43d8edfea3,Zigzag,24964497,14241200,24964683,14241158,746,518,93,53,0.13322390116191413
138962a6e82dbeb4fe08cf53069181783f63c8dbd79fe2499d18de43d8edfea3,Zigzag,24964497,14241200,24964497,14241037,560,397,96,51,0.013297274634576821
c31fb57251c4f1808fd65ea8493883aae0f2a4fc01f9ffb2ea36cb7d587696e7,FCBK,24710975,14361152,24710975,14361038,560,445,34,84,0.15406456814087008
83d53fd90f7c0cd5a56e85b2d7174f919572974cb1fd4690451fd19528191184,Zigzag,24666236,14416602,24666526,14417030,850,989,92,42,0.29439062058732113
4c9bc179819f4eac8f5de429687e3b02313e88652970076c1ac47fb7da3b2f47,Zigzag,24751986,14218317,24752278,14218196,852,439,48,88,0.19196048492534334
31aef5ea2ea413ad8e49382b2ce4923117f6ac774322050ff1a61cad827de4a8,Zigzag,24702586,14383772,24702667,14383812,641,600,43,93,0.12373485846088002
d8af7723eed75b5cc4c2a1b7c540f479cdf0bb5ddce3de2da380e83d70f830ba,Zigzag,24740801,14347767,24740405,14348163,164,957,70,33,0.009198148527997168
7be3abc1e3cbeffdcc13eeac6c732ca98b97dbc3febfb194cfb0382b3f7ef460,Zigzag,24771559,14232884,24771898,14233117,899,793,43,97,0.23414810245123613
556c59286dc25436dc95b3ec70187022751fb52216bedfd1d155ec4cd4b42e90,Zigzag,24911370,14231844,24911415,14232310,605,1026,37,80,1.568941568253711
e12eda9cc38f70a5561d9bd48c2848bbd1d14dfe4337635a55c68e83508fb429,Zigzag,24835872,14335398,24836014,14335141,702,303,80,43,0.10232583961578755
e12eda9cc38f70a5561d9bd48c2848bbd1d14dfe4337635a55c68e83508fb429,Zigzag,24835872,14335398,24836193,14335606,881,768,41,83,0.03141108624061671
e12eda9cc38f70a5561d9bd48c2848bbd1d14dfe4337635a55c68e83508fb429,Zigzag,24835872,14335398,24836043,14335300,731,462,88,49,1.4795906494687894
e12eda9cc38f70a5561d9bd48c2848bbd1d14dfe4337635a55c68e83508fb429,Zigzag,24835872,14335398,24836077,14334900,765,62,89,44,0.0017197399149592209
5729e65ccf92ab855d2005fc12cfbbc665be934b7be0dca838fe233346fdbe42,Zigzag,24735209,14206859,24734832,14206768,183,469,34,82,0.3688441491294756
326666c6caeb217b4aff034f5ea5c16251b135e7c5fa9576bdf18670b6a75772,Zigzag,24751986,14211027,24751731,14210937,305,470,48,91,0.3513038711104276
e91e1049e1d313f764fda5105e4ea6bdf40bfeba259b7c50d593781287280056,Zigzag,24728684,14300288,24728720,14300016,595,289,75,43,0.4913621759987848
4afea3f0a9db947b47f104ed337153c9e16498b97db6cb055f697880840b5281,Zigzag,24713771,14363210,24714159,14362726,948,76,80,40,0.15840616986321496
20433acd0f7e69d9d93039a7461823424daa1e47e77c9c5da6873e832cc267fc,Zigzag,24815367,14208943,24815342,14208719,535,336,92,49,0.16315734911645718
e874a1549095777a43c5ddaede5b70b8f299e42919a541044a03891ad8fbd64e,Zigzag,24792997,14276480,24792760,14276622,323,703,44,98,0.13997699525132573
a4ddcd6e6a8406418ad0268c59853442a8668216d2666f96a39edd0c6ec30a18,Zigzag,24779948,14284766,24779566,14284877,178,671,39,84,0.10450540394142202
a4ddcd6e6a8406418ad0268c59853442a8668216d2666f96a39edd0c6ec30a18,Zigzag,24779948,14284766,24779454,14285081,66,875,84,42,1.5656795953925273
0f660c9ec2e0195a882a72367b06a20c1a26edc00bc7128bd2f061095367945c,Zigzag,24903913,14331273,24903744,14330876,391,163,76,41,0.4824375237117658
efe1c5fc42e633e9861f6c525284f2d6d82d95c3207aeb68d93155d7f41fa188,Zigzag,24787405,14248472,24787047,14248786,202,874,41,79,0.002286735493489822
2a1c80f3d12d7b7407010980dc3eb76c213f82417b2fe9070a0da802861c5e59,Zigzag,24869427,14241200,24869600,14241466,734,826,93,54,0.3321433258841754
9a7af632ecdb75fc891f21c553258190f8dd103c585883272ed13e76853f3c2c,Zigzag,24665304,14266114,24665180,14266348,436,794,34,67,0.26297846908226835
3cc2eed769b1c8b527ae09be2c5d277d3b77a43ac8727c273d44c70e8b5aabcd,Zigzag,24724956,14194347,24725061,14193877,665,91,43,82,0.115107090378756
ec5858a9d3c89938f1d5d43f2b0152136f9d5af211bf073defff3729c0f15e1b,Zigzag,24760375,14211027,24759979,14211234,165,768,77,33,0.49967736387033923
4e2c6464533b1c3719300af0812489c007ac3a85ea8a20ea8dfe817171fed94f,Zigzag,24640138,14254701,24639968,14254743,390,601,89,42,0.05901195045895422
9fcbbe92ad5c3865c28716a81bbb54eeaa4eba085ff45ad3b94f2cb730b5da30,Zigzag,24817231,14316823,24817132,14316729,461,466,38,71,0.21465394636418106
39c26804f80ff39e6ec1f1619dcfb6e2c1ed5ff55fcac331431800d82c92f36d,Zigzag,24902049,14346737,24901665,14346788,176,612,90,41,0.025999800899306303
0b9dc46575911680339ca533e0c4df97fcf97257b3c4a54c13108faffe99ba05,Zigzag,24649459,14334367,24649328,14334201,429,394,40,82,0.15470765496509695
9a3cfb35cf44d087e4403f07a79ff834be470f7481c13101920499f9dc7f16d6,Zigzag,24815367,14390961,24815100,14391136,293,735,46,83,0.6075673126621157
2be0e583eec2aeaef5acee61ba5b9b761f78f4333106cfbb4210085c8d5ef3d8,Zigzag,24864766,14249510,24865118,14249336,912,386,47,88,0.1942417154255916
2be0e583eec2aeaef5acee61ba5b9b761f78f4333106cfbb4210085c8d5ef3d8,Zigzag,24864766,14249510,24864927,14249703,721,753,42,87,0.008353865605049951
f466f434bc01d33961925d2f860e66d4c26c9f8db0df82b1f55521453f66b05a,Zigzag,24696062,14301322,24696271,14301126,769,364,84,43,0.10569932402523975
f466f434bc01d33961925d2f860e66d4c26c9f8db0df82b1f55521453f66b05a,Zigzag,24696062,14301322,24695699,14301182,197,420,85,46,0.05708362625384431
f466f434bc01d33961925d2f860e66d4c26c9f8db0df82b1f55521453f66b05a,Zigzag,24696062,14301322,24696109,14301755,607,993,44,83,1.509157330206958
f466f434bc01d33961925d2f860e66d4c26c9f8db0df82b1f55521453f66b05a,Zigzag,24696062,14301322,24696586,14301010,1084,248,74,40,0.5658577491966489
f466f434bc01d33961925d2f860e66d4c26c9f8db0df82b1f55521453f66b05a,Zigzag,24696062,14301322,24696549,14301426,1047,665,97,47,0.048065388821644205
f466f434bc01d33961925d2f860e66d4c26c9f8db0df82b1f55521453f66b05a,Zigzag,24696062,14301322,24696167,14301209,666,448,38,75,0.06506653900633008
f466f434bc01d33961925d2f860e66d4c26c9f8db0df82b1f55521453f66b05a,Zigzag,24696062,14301322,24696233,14301494,731,732,82,43,0.0015002947909508787
f466f434bc01d33961925d2f860e66d4c26c9f8db0df82b1f55521453f66b05a,Zigzag,24696062,14301322,24695731,14301814,229,1052,41,98,1.5479526630705782
df2ebed3f6b91ff913a54a3b5d5794bbc4e197baaed7a4521f8339d7e6e43cb0,Zigzag,24751054,14349827,24751557,14349713,1063,446,56,78,0.5083395616319311
17e893825221bbfca63e0ddb0a6120efb09fb50cd5b024916d86506447bd382f,Zigzag,24608448,14310625,24608258,14310183,371,118,34,81,0.11504118546415494
29e925e6a41eb04a0962178fe94479b606295ec9f0c67e9336e6059a83197bc1,FCBK,24780880,14370411,24780768,14370376,448,525,37,81,0.1601198807351673
acf862a9b7e8ae839a383482738415bbd07e3eb18abbfba3d92705e2819a1afa,Zigzag,24628953,14320953,24628657,14321430,264,1037,31,63,0.2211187532655916
ff70914aad48ccb483c7d0d4b66898aae80af9d957bc71a94a35b846f31011b7,Zigzag,24751054,14221440,24750789,14220923,296,43,40,84,0.15116165597365644
8cb31bdd2d8d4bc7f3a10373d75adc0947e0e91dd94bb57e6da453c231f93f30,Zigzag,24816299,14254701,24815860,14254192,121,50,40,89,0.1272437812565196
ac4b4add49fdddaea5f1becc233e7778b412efd9842c0ebedae519ecd541b83a,FCBK,24750122,14204774,24750455,14204700,893,485,85,35,0.2906609300596924
ba501e0a5212de99c70f61c1748701a6868d92b55fe2049e90c7709ee2d6d76a,FCBK,24652255,14271298,24652008,14271702,313,964,37,72,0.2597140660865901
4705dd75dd16643d6c71b2f464e780892378737b450f054cded138cf8b2b815c,FCBK,24706315,14188086,24705963,14187796,209,270,79,39,0.28938204681472274
71b6805633b8c129cb8d31d9ba4c6091dc5c15aebe9ec3beb1d1930604aabbff,Zigzag,24978478,14232884,24978836,14232493,917,169,46,95,0.0399429722011195
71b6805633b8c129cb8d31d9ba4c6091dc5c15aebe9ec3beb1d1930604aabbff,Zigzag,24978478,14232884,24977938,14232451,19,127,46,90,0.09947512540593947
71b6805633b8c129cb8d31d9ba4c6091dc5c15aebe9ec3beb1d1930604aabbff,Zigzag,24978478,14232884,24978286,14232918,368,594,91,43,0.0300468528438992
71b6805633b8c129cb8d31d9ba4c6091dc5c15aebe9ec3beb1d1930604aabbff,Zigzag,24978478,14232884,24978488,14233319,570,995,44,88,0.00017743749638076704
06d06f3eb513db9b9eeae37835a2f199c2cdc81e4600ae70024d23e45b7d1085,Zigzag,24869427,14242239,24869414,14242612,548,933,48,92,0.11031957562139097
c46031fd13f6bff208a7320748cbd83eeab71e22c18cf0826ae1dec53c430c78,Zigzag,24831212,14275444,24830879,14275414,228,530,44,86,1.3954693801164566
0f51870ca3de4ca001ab87dd40cedf4534a3ebd62fe910a3eec488545284f1ac,Zigzag,24783676,14310625,24783329,14311005,213,941,86,49,1.4615828868098915
d969ed59b1f1f92839fc83b2f1bf77ff5228d0dd170f5e0e236ece41bccc2c36,Zigzag,24696994,14191217,24696993,14191070,559,414,40,68,0.4404862783773743
45947cfebc6bdfb9e0bcbe06600b836ca9ad7a628933fcc71a8988dead95824a,FCBK,24614972,14418651,24614490,14419169,78,1078,23,48,0.1691647747454034
25582a5ed22098a55cad10105413697025a544a97cbe24a9d52eea99e4931032,Zigzag,24673692,14309591,24673140,14309704,8,672,20,76,0.04523382024332028
b342886d76e8d8aacfc8cbcda39a88e021beb58fddfe3b9196164085a8123abc,Zigzag,24917894,14254701,24918119,14254694,785,553,88,52,0.371729817328631
67b6926e57be93433700be50fd64ec3f960b9c803dac7ec57e44bf9e094036c9,Zigzag,24803250,14216234,24803643,14215825,953,150,48,104,0.2807019392948002
9bbd3706a299f4913126b337d188757ea60d75e2b1375512c3dc07cc790241f8,FCBK,24641070,14413528,24641306,14412996,796,28,35,64,0.19671332865426688
40368e7b14a9690ab0b89c0dc723ee35ba6b585133235c0f90457e6ab8348df0,Zigzag,24867562,14344676,24867950,14344443,948,327,49,90,0.6150283581930545
235e62c92c96c22cef1f0a26917214f79304592da1cef86fe9e5b41a9a7f6e7c,Zigzag,24660643,14229764,24660595,14230298,512,1094,48,68,0.2891764840680822
078b95ace51ffac7a96b392dcc5a8724407865c5d08f5c88deb66d74dfd51f6b,Zigzag,24568369,14341584,24568057,14341925,248,901,82,41,0.16554377447976354
e771b448a5fce1c5c087a40121826a5ca726ace0fe529efba094b7cc94a78fac,Zigzag,24819095,14284766,24819375,14284345,840,139,40,85,0.12360919054694193
33ae96bfbcb07e43d2807d9a2557276174f46f9e6c2211dc6c2a0306ff581d59,FCBK,24695130,14192260,24695229,14192717,659,1017,38,83,0.48135914320736545
a11ea75ec045b1145da5623a590369f7965e8b4ea3c74bb887ceb45793e82b5c,Zigzag,24810706,14274407,24810528,14273978,382,131,88,47,0.111070703562091
a11ea75ec045b1145da5623a590369f7965e8b4ea3c74bb887ceb45793e82b5c,Zigzag,24810706,14274407,24810425,14274060,278,212,47,83,0.08977178146093807
5aa4e09c06d2553a5e173a17a166fd1003ce5f877c492e7257a24b1b1aa7ffe2,Zigzag,24689537,14371439,24689346,14371516,369,637,39,77,0.20093282444063162
37640cbe867161f8a301aa4e9122e2dedde2340825b4c50d7b8bb37b6e1af08f,Zigzag,24700722,14381717,24700470,14381464,307,307,46,87,0.4067446265773157
f5d680c829bae5c6dc23a4feab837c2f64361a7df6bd0ec295b7d1870552f12c,Zigzag,24699790,14180777,24699430,14180874,200,657,43,92,0.13568085868221555
129fbb1d83d998b0d2b1ba441b4719f047d9670b2f11df6ba6e3cb37f78d5436,Zigzag,24896456,14302356,24896189,14302671,292,875,72,37,0.12386854082522361
4a4c15238ebcf9fc0674e06077036cd80416ee8d510b217565bf7a534e4e7309,Zigzag,24754782,14187042,24754952,14187095,730,613,46,86,0.3388701379025793
169545a9b58532787917e70545e0729e6a26097a118d6939658ea25ea12cb4e3,Zigzag,24850785,14269225,24850646,14269345,420,680,43,110,0.517747877262422
072465092a053e98608cb743687b4df35916f7f01864f0b4344b4c9917f9745b,Zigzag,24672760,14248472,24672781,14248966,581,1054,50,77,0.27748292655095097
7e8040f9d0a24bd367086d445fe11aa5ad84da3e3d0d11c1457154ea5cdbcf70,Zigzag,24632681,14153591,24632545,14153355,424,324,36,81,0.21277916418054935
d5150c4b862426db54a8df888ba9aeb830c2990a75b966dd4dc582d55ffcb602,Zigzag,24625225,14240161,24625566,14239990,901,389,31,64,0.1880134138737369
e502ef0126847e3e772c04abb5d8205327c82ba8c10ff6b9373e07102035200a,Zigzag,24809774,14227683,24809303,14228124,88,1000,102,46,1.2527428541319487
541d02ea567e57b0456fa8b78d1a6f8f73018f6a4909d91b879818ab9037ec54,FCBK,24613108,14225603,24612980,14225744,432,702,40,86,0.23324985150506605
00bf4ac938fe12a0e65055ecdccabd249880b2a2c29a03f7b94c0d5930000d8e,Zigzag,24642002,14388907,24641515,14388746,73,398,82,43,0.07293404533745297
cd2bfd7f4ab4e2239e23e70273fa9bec442a8b8917003e39e601f3d58c0f62f4,Zigzag,24762239,14321986,24762380,14321738,702,313,36,75,1.5595753638579568
ebf85864f3dbef33904a29498edfb60d4de825352d4708aa3570a322f2b290f5,Zigzag,24975682,14257815,24976066,14257942,943,687,87,55,1.530218673371741
3c8b77c77605c860058c9b4a82cfacaa93d218bc803e495298fc2bfe62f1220e,Zigzag,24628021,14334367,24628353,14334560,892,753,37,73,0.17497454388719533
5312a1df554efc2d37e7535268c45b1993b2c56f8c15cdeab14528020c7630e5,Zigzag,24915098,14303390,24915195,14303767,657,937,103,53,0.0875886052230752
5312a1df554efc2d37e7535268c45b1993b2c56f8c15cdeab14528020c7630e5,Zigzag,24915098,14303390,24914737,14303211,199,381,95,46,0.009069801848509463
4134fea892e14a4105b70b5c6f9fda709f41f59e0117667eeb55706cda5e6d11,Zigzag,24905777,14298219,24905889,14298248,671,589,42,82,0.003776737712983628
18c79fa094409a99fc51569912ea489cc819020db0422aed8a03ed39208009d1,Zigzag,24678353,14273371,24678151,14273581,359,771,40,80,0.1853891016460592
dc13189ec432c52335d6f0ba579d2084370b9240425f6e67d889b08a22ebc919,FCBK,24719364,14194347,24719344,14193936,540,149,76,38,0.275641017762025
fc22ed17b2da47e048634a26c597d1def8edd60d9699a236e8ab2cc1fa49b227,Zigzag,24727752,14386853,24727894,14386955,702,662,38,65,0.012589357522860624
7dbc5a975ce34c6404cd1bb1c95eadb06095ba6e501ca706e5450ed9eab4a491,FCBK,24616836,14373495,24616817,14373859,541,924,37,85,0.002276193640792042
14aa9460919747a58271675ede5316b982808bd8e52bd1d8a80bfd486950602d,Zigzag,24934671,14255739,24934958,14255277,847,98,106,48,1.5558574578181517
df698bda514505aa00cdb4b06cad8e48b299cf180fdee44e77822cc7af46ddb7,Zigzag,24716567,14323018,24716371,14322553,364,95,34,83,0.20235338785559354
d0b75ff60a9bf4958aad140e1be382a7a606cf8a0c6e356f5d2efd8e859c5e0e,Zigzag,24796725,14228724,24797094,14228356,928,192,85,47,0.35577275528812147
2c5396bfc2cb096f0423ea30847ce15df1416a5e143f75367902e13829d39594,Zigzag,24596331,14382745,24596588,14382261,817,76,37,82,0.21159014597761303
680661c3cec997df56f9ffc3a278a7c6ab5e007d505aa87403ebaba92640bfb5,Zigzag,24861038,14258853,24860689,14259221,211,928,39,77,0.19190500795088566
173804072eab5e4c20b53bb382c4b06431540eb893931f6741b67ac832b9ad0f,Zigzag,24741733,14387880,24741611,14388321,437,1000,39,86,1.5554993958095904
173804072eab5e4c20b53bb382c4b06431540eb893931f6741b67ac832b9ad0f,Zigzag,24741733,14387880,24741654,14387459,481,139,40,78,0.10054848751616069
c80c8e7a61d5c400c1b2b5f8675714d39e326cb4eb25639b7bedcd964a9da78b,FCBK,24622429,14414552,24622528,14414541,660,548,80,30,0.006650618563497808
181b0aa77f05865f3d83fce59cbcc8f83caffb7728347fba6a3e4e45eb6c2208,FCBK,24644798,14427868,24644700,14428050,462,742,31,66,0.15866441326516856
82503035f1d4cc666c1648209f84ba33a7f8bed634c7c7536ffdc918f817bb60,Zigzag,24977546,14245356,24977076,14245097,90,301,89,45,0.10830443652593368
457b8106b3b5ac5d69159a4a11b923e3bd93f470796197598d66b75492491f21,Zigzag,24642934,14147308,24643067,14146812,693,63,35,82,0.09190686267398983
ac1e90eb5bcb4c1caf6f4523da4a6affdc47e66bd5641ec439d7402dd2c33559,Zigzag,24914166,14319921,24914386,14320127,780,767,43,91,0.3963271393412527
75b6a0d02d00b48d9c31c454d3ad1a092fa3cf25c0e361637f80d7a2aab7a7ce,FCBK,24844261,14288907,24844674,14289143,973,796,38,83,0.27392279616097626
5fa96ee9b8b727780f60982363418260f20923185b7d7087795d079d53202fe6,Zigzag,24884340,14313724,24884186,14313358,406,194,35,73,0.2760752961120328
afe812cc9763c23af81dde5e63e0b945e395f131e0ef4c38d90e2c184314a333,Zigzag,24936535,14289942,24936430,14290278,454,896,83,50,1.5631425349800634
9b80226ab23219cdec7f5b14892d532fdf267f05a795daf7f5d25a51738eace8,Zigzag,24754782,14283731,24754465,14283658,243,488,69,36,0.07845589347589371
af8510c45fc4fb69a89f95cfee1a4d64f41b4ff9310c80ffd2ba20d15568990c,Zigzag,24874087,14310625,24873908,14310897,381,833,43,88,0.1562096278856312
b767290dd23dd8f0af4a6a885c9efb9fcd44c87e432330d8646229a8f9867847,Zigzag,24872223,14238082,24872138,14238163,476,641,49,98,0.12261844468716201
b767290dd23dd8f0af4a6a885c9efb9fcd44c87e432330d8646229a8f9867847,Zigzag,24872223,14238082,24871917,14238084,255,562,55,104,0.08537822313020145
5e70f718755c1575b109d6187ee7b763ef746fa62c7be06f01776dc9822fcd21,Zigzag,24566505,14369382,24566938,14369778,993,956,68,35,1.5638125863103274
4e79ac96f0603ccca9b07d5219187882c077bd06d70eb787d32bc3253acbfcdd,FCBK,24739869,14359094,24740398,14359183,1089,649,44,63,1.4611365410111943
c456f94af873085882584bd2a0150d68c5805bab1d49c4674cb53f0b2c67c5da,Zigzag,24654119,14320953,24654515,14321111,957,718,43,93,0.13155792745250142
c456f94af873085882584bd2a0150d68c5805bab1d49c4674cb53f0b2c67c5da,Zigzag,24654119,14320953,24653972,14320989,413,595,82,47,0.08012278264693111
29ce5c63edc4a09fbaa8d4f6f7f3f706c3ec6316a1cd6afa435512317cf25b52,Zigzag,24628021,14320953,24628041,14321022,580,628,43,92,0.2926555711371345
2a89eb0335e9f7368fb90953d8682598cc8012483093a9827204d346d56cb6fb,FCBK,24643866,14409428,24643624,14409089,317,222,38,77,0.07269127323695704
5f14ff97d3a633921d0e9bbc0cd4f4a57f8514e498e591712cbe4d4f565c45aa,Zigzag,24822823,14259890,24822743,14260088,480,758,36,70,1.550209026304148
6a2bf9156643b08c0be9873ebe0d02df933511c822e71810beae3e5a456453b9,Zigzag,24696994,14348797,24696625,14348813,191,576,37,86,0.22872683857821635
b58ff60cff05cb6bc0336770bfb5ea6bce05f1bbdb7cb665e4d2192febadc844,FCBK,24617768,14373495,24617412,14373844,204,909,40,92,0.22367152632848705
08d15023e4d081d92a13271298b08128e010b6781c0b66a2849ba847ef4d86af,FCBK,24714703,14178688,24714458,14178372,315,244,78,38,0.1719332638565953
665bda03c9cd3b9cf7c7336aa5791cceb5617e89386df5cad99b41945e2de957,FCBK,24641070,14337461,24641203,14338002,693,1102,38,41,0.0997364564102819
c93cccb25c8b9840fb202bb5cb131cbb4a623f4d2ce483774afc05d52dcfeef0,Zigzag,24783676,14386853,24783358,14387008,242,715,70,42,0.5098050326007744
348aaef14d035f5db5dce0ed9fd4976f8376aba4ab03888739e0edc73c9905a7,Zigzag,24694198,14338492,24694351,14338515,713,583,31,61,0.21946875852271938
d9720674cb48f65482ca6b99757bf753cfc8076563b12dce659596d4b11aa6ce,Zigzag,24817231,14225603,24817603,14226034,933,992,37,76,0.19067810628144294
16ce609e3c5b5e80816f3e81104d8c3db626a62e8f6a77d52e9e5eef9ff90771,FCBK,24639206,14384799,24638901,14384689,255,450,31,81,1.5440696410431884
bb7e7c507ee398bb26da75c9996661f5b318c0a3acd255887fc3d396456aab27,Zigzag,24949584,14263002,24949477,14262717,453,275,92,46,1.0981419586370504
2645c4c1482cd248ee658474f5727df34ab04e3b7845435b021d3ab5038a88f0,Zigzag,24820959,14229764,24821337,14229647,938,443,36,81,0.07935741511677756
2fa89e97a9bc4f3151ef9136a4c8c1ecac6d2521aeb0c0d90dc565926337a5c4,Zigzag,24773424,14242239,24773404,14242014,541,335,46,92,0.3307846143855306
9825d124ea468e8c6ae133bf9c2891bbd82c543337d8d7d87e3e6de65a8275e7,Zigzag,24685809,14319921,24685544,14320069,295,708,39,79,0.18624344372375665
35072f542026ba33b0eddd3bb71d61c978782fecfb740c49b977fb233a7a9852,Zigzag,24724956,14341584,24724598,14341165,202,140,60,34,1.5598636510459578
bf26d3a8b5466192d1d8a5d81db9c81e5f8329872a9d27ec63cbe2b9b6793b2f,Zigzag,24644798,14149403,24644689,14149822,451,979,34,78,0.0860713357710298
667ebf3661b6a5aa91159e9043e390d2708d40a8843651404f010d61fa8e5858,Zigzag,24943992,14332304,24944309,14332728,877,983,95,48,0.06383853878293774
0594207c292d148371e5ee17d23db0c94f8e2403e372807a64e72ce215a06ad6,Zigzag,24883408,14329210,24883725,14329662,878,1012,51,84,0.1667444939467394
9085127988d77212f80337adff29d6f354898cdb2d3570c1f81f6807988de931,Zigzag,24738005,14202690,24738345,14202723,900,594,84,46,0.24265899937339777
83f0d58b2999773a183858672390c80c857e2389284931a2104a919431d08fc3,Zigzag,24665304,14228724,24665351,14228291,608,128,51,83,0.20437830574567847
