ENC_ID,class,tile_pixel_xc,tile_pixel_yc,bbox_pixel_xc,bbox_pixel_yc,bbox_local_xc,bbox_local_yc,bbox_width,bbox_height,bbox_rotation
c8d8d6a97deca202dda595ea6f7bad0671fe17b01f588fdf1f5692d6b7ad8ccc,FCBK,23774247,13768120,23774573,13767854,886,294,132,53,0.003893697038142317
f05c99330e59fb81e0fc20c6557e17aab29e6c62b47a796b7d05ea26be7d88cd,Zigzag,23793821,13749676,23794277,13749291,1017,175,50,92,1.5684627318897146
c8de0c4a4b2f42e58fddf2530ae79148bf56cac77d02f584620de92a13274029,Zigzag,23844152,13714869,23843773,13715275,181,966,43,96,1.565312744952369
ce4cc043200bf1629f2d2d37e32779bbdccbbf568591c7daa470a6565e635cf3,Zigzag,23855337,13759444,23855808,13759230,1031,346,56,103,0.049803812996274656
0815ff79ca47aa5b0c9482f070ccad03a8871b5e9c0f6a8781cab7472841f3a0,Zigzag,23736964,13696329,23737372,13696731,968,961,107,60,0.7451103950589476
0815ff79ca47aa5b0c9482f070ccad03a8871b5e9c0f6a8781cab7472841f3a0,Zigzag,23736964,13696329,23736579,13696209,175,440,106,54,1.5378949688977852
0815ff79ca47aa5b0c9482f070ccad03a8871b5e9c0f6a8781cab7472841f3a0,Zigzag,23736964,13696329,23736876,13696532,471,763,103,53,0.0005424362073437363
0815ff79ca47aa5b0c9482f070ccad03a8871b5e9c0f6a8781cab7472841f3a0,Zigzag,23736964,13696329,23736887,13696215,483,446,93,45,0.10124818315830858
3b42ddc0ad3605ef9bf92a422e2ec9ec958d9ec9f4a8f7dd6f2e82085538f9b2,Zigzag,23905669,13707239,23905523,13707654,415,975,96,48,1.533490899403121
3b42ddc0ad3605ef9bf92a422e2ec9ec958d9ec9f4a8f7dd6f2e82085538f9b2,Zigzag,23905669,13707239,23905627,13707569,519,890,50,94,1.5679910860606616
429577ad5b84057a0db0a041885f09ef73acde934bc1bc54632e5c28e67123a9,FCBK,23891688,13694146,23891757,13693748,629,161,58,122,0.7990173028960044
429577ad5b84057a0db0a041885f09ef73acde934bc1bc54632e5c28e67123a9,Zigzag,23891688,13694146,23891648,13694427,520,841,55,104,0.9556184321066341
429577ad5b84057a0db0a041885f09ef73acde934bc1bc54632e5c28e67123a9,Zigzag,23891688,13694146,23891600,13693965,473,379,53,97,0.945282504178955
429577ad5b84057a0db0a041885f09ef73acde934bc1bc54632e5c28e67123a9,FCBK,23891688,13694146,23891799,13694327,671,741,91,48,1.5609688628983405
f421ff62b9f6fc823c889cd69441edf2b65497dd47bb7de4dd8dae826d05d07d,Zigzag,23921514,13803831,23921657,13804036,704,765,103,56,0.344377388589295
0036d26e7b85121f6bd471bc542822f3913ef1a3c7ac53990336adf7129c55d9,Zigzag,23816190,13864156,23815802,13863690,172,94,55,107,0.0009453797298445402
84338ee8c365c2286ac6e191ec353dfa508fc1a8ba356e966d0246045f75b7c2,Zigzag,23868386,13814628,23868921,13814484,1095,416,64,113,0.43088874515143316
f668bb1880531d7ef993aab63e1b53bcdd3db7ec7fbacf382b53412806059037,Zigzag,23740693,13660246,23740864,13660503,731,817,49,101,0.09726798904064428
708fa2d2989bc24d3f45f750428dea6b9f27981de2e6b0f05fbc70ade3b1552b,Zigzag,23913125,13820023,23913269,13820335,704,872,54,106,0.11791546864965019
708fa2d2989bc24d3f45f750428dea6b9f27981de2e6b0f05fbc70ade3b1552b,Zigzag,23913125,13820023,23913154,13819479,589,16,95,34,0.050180200882086926
708fa2d2989bc24d3f45f750428dea6b9f27981de2e6b0f05fbc70ade3b1552b,Zigzag,23913125,13820023,23912900,13819992,334,529,90,55,1.5688318460167996
1a77e94c337d029854c454f267691ac1a28a775dbd87dc7cef186bb83afc7a61,Zigzag,23722983,13825415,23723297,13824975,874,120,102,52,1.5637498688666558
3ee9c4f1f2ac2a975792abc63fa6145efca193eea265a2f539234cfcac45a768,Zigzag,23816190,13687594,23816214,13687602,584,569,88,60,1.5697955108572448
4234fd319965310a47b3380aff407293fc1b6979c8d4dd5907e0c2d2aa0f2262,Zigzag,23699682,13774622,23699380,13774268,258,206,59,112,1.5687704601536734
97a4ef6eddbc88c60ea74535033626f640c9f3fb7e1250b0c2715aef1768d716,Zigzag,23797549,13636118,23797644,13636483,655,924,104,55,0.31092352463453304
97cbf124e315af2b090329e75df5e8b8eafcc9a912f26133ccdff019e4ebb300,Zigzag,23752810,13650382,23753319,13650002,1070,179,110,60,1.4476572174698672
97cbf124e315af2b090329e75df5e8b8eafcc9a912f26133ccdff019e4ebb300,Zigzag,23752810,13650382,23753100,13650097,851,275,60,92,0.006231785507515108
34da226b5e9766de4ec5a1eeee3bd0810c7f1ddda578c46d1cc05e3400ad2f79,Zigzag,23872114,13775705,23872659,13775595,1104,450,70,29,1.5558899483834505
7e5c52823228fe75017dc3b33073af89cdcce0460e60d4df3dd1112ab53b5bc5,Zigzag,23865590,13813549,23865619,13813540,590,551,51,86,0.5220152600141378
7e5c52823228fe75017dc3b33073af89cdcce0460e60d4df3dd1112ab53b5bc5,Zigzag,23865590,13813549,23865935,13813248,905,259,108,67,0.6305046530777775
3253ca0fa7d7943af7fa43dbd9f708dab02ade5b8d586aee85028020f4d1b497,FCBK,23790092,13849107,23790227,13848982,695,435,50,124,1.5660511063645934
40e8a98b0fb795b521bd308b59f6ae1edc5a93c8e565859fd7afff79f38cda8d,Zigzag,23834832,13695238,23834353,13695271,82,593,111,48,0.0016271515046294958
036cbc20b3de0d1a105f019ab5c99d1e109a026663d5bbc0009cdd9bce56d850,Zigzag,23859065,13852333,23859135,13852092,630,318,61,100,0.0016814333075257384
facce5d285d7478f73b5e33b431f48328585daf2f3754c813d3026d5f6f9d66b,FCBK,23737897,13826493,23737798,13826390,462,458,129,53,0.24634463122974246
3c40184836a61105b0992560e557f33eede71847ed1a79a947d6a4d216ebca35,FCBK,23798481,13641607,23798336,13641285,415,238,52,111,1.3828089786103288
8add74daea40677fc05f5466498e79b75f9622f2123acf9fecc4b68f89a4304d,Zigzag,23798481,13667910,23798882,13667415,962,64,101,56,0.07240703072486152
aa26a664789eece6daf9ef94fa4e7888f048dcefb9165ca5111a69fcbee3dcc4,Zigzag,23846948,13823258,23846885,13823522,497,823,53,103,0.024520312964631807
0e5e212e466a77c731e4c033f33f2ae36719f56086a6e1f21da66cee906ccebc,Zigzag,23788228,13674476,23788366,13673961,698,45,53,112,1.5658088918634505
0e5e212e466a77c731e4c033f33f2ae36719f56086a6e1f21da66cee906ccebc,Zigzag,23788228,13674476,23788167,13674890,499,975,99,71,1.5495694681683654
42f6b494cd34a4fcd775ea7f4373e5cd451e856f570b2cfde5274063f4c105c1,FCBK,23943883,13785449,23943968,13784905,644,16,49,34,0.027394223723693382
e3f4122e9831b7fb8d47c83ae77ec0b9fe2c88ea4dbca41bc51193a756078902,Zigzag,23752810,13767036,23752309,13766674,59,198,57,104,0.17332857717547184
29c1aaac5be58b1c759d4920c8bf15739498855db840ae416e6aee0a107f0a0e,Zigzag,23852541,13719226,23852713,13719625,733,959,44,96,1.317226106764092
a95d33e4dfeb0144d0af3462075ca12b960330e5ca30cab3704ee920cb418d8f,Zigzag,23780772,13676663,23780602,13676126,390,23,45,97,1.5578730712891782
ece50944d280ec01bc2c07e8f6cbdee21eb43bf1b0ec9192e0a5f6853a073f28,Zigzag,23826443,13697421,23825900,13696868,18,8,15,35,1.5668102404333204
323fdbdaa34bb3b83e85e251bb518e3d377954aa07d0d201f15ca48a23a536ee,Zigzag,23859065,13755104,23858617,13754723,112,179,88,53,0.066066231422897
f63a56e4f9416d745f23fb1211a0b7390a0807e0b77c61629085a6a941dfb41c,Zigzag,23847880,13698512,23847868,13698862,547,910,100,49,0.012014231240701199
a81cb93618c2ccf062a51bf9d045ea7112832fd541e15cd3fc2528f66ff07e76,Zigzag,23870250,13814628,23870001,13814428,311,360,51,115,1.5664278105007852
974056c0e730936fb947c8ef45a96c767b8605d0db9089ba4f36d22c5d36cb97,Zigzag,23828307,13822180,23828380,13822688,633,1068,95,49,0.0016215718700565895
4459688ce3bbba3efca9cefd9830de07156154daff6ffd7c7498087a975e9aa2,Zigzag,23805005,13676663,23805379,13676744,934,641,89,57,0.030791524699550394
9312715b86ae8794d60697b6fedd6efd5f097ed21765bf21dfaee556efa06051,Zigzag,23745353,13764867,23744917,13764318,124,11,42,22,0.011268171628450719
3e35668875429c0f18df866e9f71706faf4c84e916003f0d3bff37191e7f60a4,FCBK,23894484,13769204,23895017,13769229,1093,585,56,135,0.00019062736083918366
38bb11fba6cd5d1099b2b80a9393a11a17b68a41161bf99cdaf801105faf3f7a,Zigzag,23866522,13705058,23866767,13705141,805,643,98,52,1.4748456953545952
a17a016cab4a89f58743d99bec4ce2f0a3981da28c1085a32c2ab0c4cdc9b8be,Zigzag,23829239,13755104,23828900,13754669,221,125,103,51,0.9957611913237802
110ce6cbfb237ca2b4ca22ee30ceb79140a48626df40dd19296118f51f08e1ed,Zigzag,23832967,13630627,23833354,13630843,946,776,50,97,1.5566497482424502
110ce6cbfb237ca2b4ca22ee30ceb79140a48626df40dd19296118f51f08e1ed,Zigzag,23832967,13630627,23833107,13630435,700,368,94,50,0.01244029956441105
22c315ccf7e06f7919d9bfb62b515d7003724c2041a67972fc6ab05b9f9fe231,Zigzag,23801277,13854484,23801038,13854664,321,740,53,101,1.569636253824058
22c315ccf7e06f7919d9bfb62b515d7003724c2041a67972fc6ab05b9f9fe231,Zigzag,23801277,13854484,23801074,13854069,357,145,52,93,0.0008527835823036403
3fee28d629f04233082497d2ab02427b35306a5e061b051fbb87833874ed9a54,Zigzag,23757470,13814628,23757327,13814559,417,491,105,57,0.056350778417314146
c3f53520251198d70bd9730211e033c61289b723865f74fd3eb576f04e3b89c9,Zigzag,23759334,13732287,23759018,13732003,244,276,79,51,1.5617784638697247
005bc032a4187265400036813f62a8c956d7a62177c297d2774830061b632d15,Zigzag,23778907,13796266,23779221,13796219,874,514,106,53,0.012084931925858999
3b16804256f9c8cd233a7396aa6629c4b8b51401479456358dc3659f98ea848a,Zigzag,23755606,13800589,23755174,13800199,128,170,50,101,0.558446038724904
69e02d36cd60d79f02f3a25031c4fe22ba20c63c139958abb30398e85f97449b,FCBK,23838560,13780037,23838683,13780391,683,914,57,109,0.8096544343429717
8b998cb9dd1b5db29e6064e653eca10522f08832000abb5f3b7e02d487e8c9b8,Zigzag,23707138,13841574,23707252,13841057,673,43,65,82,0.011903500955705446
47b0572e339d5789320f3f256a45d6d47e19b67cd689de88683e24daf37a8e36,Zigzag,23807802,13663531,23808109,13663558,868,587,52,101,1.5521776349819345
eac998c650dcf69f81a3d0d9ad08ec43f52c5a193df03022d73a48281cdaccfb,FCBK,23753742,13788695,23753797,13788268,616,132,49,108,0.005832327988760036
ab634da67c6c6eab9bcfe9e8b4c8baaa4e509b3e13d838f83be8b21ef4b845fd,Zigzag,23791956,13869526,23791839,13869840,442,874,103,58,0.0797196882488124
3646176bbe133804891a3a5e802367ec085c47c01284f8bbae44782152469450,Zigzag,23808734,13778954,23809232,13779285,1058,891,99,59,1.5639955454772156
b7bb187056b3e4d6a6b9ce5d1c3818d7a8b2f9afe60eb6d2f1d0547f6a8611f1,Zigzag,23715527,13789777,23715367,13790140,400,922,102,49,1.564024174458934
ff76242ba8ad1ea33f0445018bf3c145bd1d72b25adeef5d0f23dd6da027d53b,Zigzag,23763994,13794103,23763898,13794350,463,807,52,104,0.04416028336315253
02293b0644d3344d1ee3c45384d75df39b690b74bc661e49bea45aa6782648d7,Zigzag,23873046,13705058,23872945,13704923,458,425,90,41,0.00925202032371973
53926318d4857b281df55f50c85cd27def25065b699c8008bc4eba5d2e1f91ac,Zigzag,23928970,13790859,23929262,13791117,852,818,90,32,0.023136080892603477
da74832a6e4e1f531be580dfcb77c92b86f7af4c2fbd6750c778ec470fae0304,Zigzag,23840424,13822180,23840173,13821944,309,324,58,120,1.5569405654334867
351973bc4b28ddff380c195cb766db4925750abed4cf439623cc3b92c54215b0,Zigzag,23780772,13686501,23781008,13686864,796,923,95,52,0.11061313087492336
f958a0ad0a8a28fb07bd90abb7d3e4ef273d92340f8206f9d265994faaf15316,Zigzag,23764926,13828649,23764593,13828330,226,241,107,55,0.041966071651522614
f958a0ad0a8a28fb07bd90abb7d3e4ef273d92340f8206f9d265994faaf15316,Zigzag,23764926,13828649,23764596,13828251,229,162,103,60,0.02495498454701937
e2cc2932d4cfef734a8a0abd047527bb3ad281503ccaed7d9224ad5ab9d8cedd,FCBK,23851609,13724670,23851726,13724530,677,420,49,104,1.1537142742617885
24cd9c3fcd26d42d27e27a9d5299687e1da88b354dd835f7dc4f8c6875095695,Zigzag,23833899,13791941,23833495,13792289,155,909,47,101,1.5702531750905748
77a52518e8f463dfd17a306d18646cdf28c52d56ce9ab4ba57ea830482d5d57b,Zigzag,23733236,13651479,23733505,13651102,828,183,53,108,0.011074540051553243
696c0db4ccc997a35654c4cf1d4d51ba94335541edae673f61581ba4d8c4fcf5,Zigzag,23863726,13815707,23863310,13816141,144,994,96,50,0.04071357450729074
d0cae546b6019a96c013f082c5d563bfad626b4c86f0e4384a4852d881ed79dc,Zigzag,23897280,13821101,23897147,13820956,427,414,63,115,1.5565769107866363
117e11f0d276ce9c058b82e14b76718809a8379f0b40a89bbdec3d2ebd6139d0,Zigzag,23814326,13797347,23813925,13797303,159,517,103,58,1.5496244624448756
7953e232f184972042372b35fc0c3ac7cd052590a0a2e9a09420fe6b0c75590a,FCBK,23736964,13655863,23736587,13655967,182,664,101,53,1.5695482363500308
18b5b49f1aafb1259c803879789646acb11648c1f269b460b248f460222ca212,Zigzag,23915921,13735550,23915416,13735296,54,306,104,59,1.4840494469238545
54b5cff308a0c0e2caa6fad923f71e52a8bf5d546ed7af118819dfad0583f152,Zigzag,23907533,13803831,23907370,13803998,397,728,118,65,0.7168092484707845
9c1914595951f1e61da154f2dbedb71fd611bf8c014eee319727f2080e91fd88,Zigzag,23686633,13844803,23686633,13845356,560,1113,13,67,1.570098045957078
f8b68ef21eb88e88e4fe2532202b750a779ac2c9a2d7199211a1423aca453057,Zigzag,23770519,13835113,23770422,13834614,463,61,102,55,1.5696654154379943
a02473494f1091b656bc27dd8ec4c88e1a5b37e109ddec4bb2b50cf905ba5465,Zigzag,23743489,13820023,23743181,13819946,252,484,109,48,1.483191909052849
a02473494f1091b656bc27dd8ec4c88e1a5b37e109ddec4bb2b50cf905ba5465,Zigzag,23743489,13820023,23743717,13819548,788,85,112,67,1.556561464452314
a02473494f1091b656bc27dd8ec4c88e1a5b37e109ddec4bb2b50cf905ba5465,Zigzag,23743489,13820023,23743434,13819948,505,485,96,45,1.5564950185831166
e120e973e1bddd76cebe61ee1e4ec02cb7d664d00cf289b0192828ee51c9189d,Zigzag,23699682,13773538,23700141,13773155,1019,176,47,100,1.5579242039821075
e120e973e1bddd76cebe61ee1e4ec02cb7d664d00cf289b0192828ee51c9189d,Zigzag,23699682,13773538,23699161,13773704,39,726,46,89,0.00509465057201085
4a5ad2b1369cda91521189fa2cd04c78cf72c622f6fc48239ddecf1ae011d69a,Zigzag,23789160,13860933,23788673,13860860,73,487,104,63,0.10642663331894041
dbfd4acb9f649b73196156723301bb4200c41c8e38fcd06b86dd7d63b51c0295,Zigzag,23777975,13863082,23777440,13862912,24,390,53,108,0.0878754027053415
d8becbcbde9194d20fa23cd9a6920f37fc563cf451c06d4a207d8850a6ffa6ca,Zigzag,23696886,13802750,23697249,13802860,923,670,53,106,1.56682648571597
a851ed481720d34b07d14f571d3f8df18ee5c5eabe1a1e5976b482982c07fc7c,Zigzag,23742557,13731199,23742549,13731601,552,962,59,104,0.005263928789096313
336fe6dceb39ce6b8bca1fce1951b055c524965ec16cb6eb5b0169eae5618b8b,Zigzag,23768655,13672288,23768621,13671738,526,11,21,55,1.5677230388969452
7520c9ad1f981089dff5d99b3f14f59052033def340c05d8fe6fea92c71af25a,Zigzag,23831103,13838344,23831648,13838119,1104,335,90,49,0.9635625750593133
5b31f8fc940a9ea6cc81f23518d522ba2291cb1aa1c8e6221c74de4e243799c5,Zigzag,23858133,13763783,23857634,13763429,61,206,92,48,0.8688170240122728
1382efe4778540208366624e1dc292f30b41fa13d9f61f8c6abf1b6bae17ccfd,Zigzag,23873046,13756189,23872787,13756400,300,771,106,52,0.8797769305833576
9b8cc6b826a52e68d75c4c298135e355df1c25af9ab6cfae4d27fe3d53be8fe6,Zigzag,23762130,13805991,23761611,13805567,41,136,56,107,0.04534013030508489
61ab0c1b04277cf6a0577b881eb7fb2d9bf535523a91ebba2830d129657574dc,Zigzag,23688497,13822180,23688909,13822051,972,431,107,56,0.051627300200597935
fb91fd4bd87ce84e366f63b80407a455251c1b9d27207ae1af9ca208aeed9bd9,FCBK,23758402,13776788,23758788,13776882,946,654,112,58,0.7462290558748353
629aaa4032f7703a3392a8f16d3e0dd7e7ef55008aae57230f132938e7088314,FCBK,23862794,13812470,23863209,13811982,975,73,100,49,0.9790178975504518
7cb624429578358f3ec3e072ca579386bd6b42b97760fa8aeb48f197277362ca,Zigzag,23930834,13787614,23931210,13787849,935,796,58,122,0.06041494949428921
7cb624429578358f3ec3e072ca579386bd6b42b97760fa8aeb48f197277362ca,Zigzag,23930834,13787614,23930624,13787503,350,449,64,103,0.0001092803787600673
3a438537ebf8ebc2c0b4aab9d5c8c3911d312aa7a04d5d21ec1b97e90014723a,FCBK,23861861,13765952,23861785,13765551,483,159,47,102,0.0006626580023656453
a5de9548ec9aa2deb7da34f6f395348999723753dd3aaf87be9f3101dbfe72a4,Zigzag,23777975,13693054,23777998,13692871,583,376,114,63,1.5508224854612478
5956884cf19a30f66d6a94ddd0f90d082940c2e8e6976fc14790c963e06621e4,Zigzag,23763994,13799508,23764354,13799359,920,411,100,52,0.017517295771078467
8be30c9086bcdf139645b455b25faba4161c3e5e619f7d867fb254a6c307d05b,Zigzag,23790092,13681037,23790214,13680928,681,451,54,109,1.5683611322941282
e2045f603fdf4edf3ab3ff1d2fa88d46d739951546039e68292173f1900642b7,Zigzag,23810598,13656959,23810615,13656553,577,154,105,53,1.5347219456170103
60957f370486393c5ba1baa29f428291038f7f561412ad2258f36eebb963d622,Zigzag,23835764,13825415,23835879,13825846,675,991,56,99,0.6964501808854557
75d7ce971305c46b7541124976f1e35a5f841762f1b65dc3f0227ea3e2e9d262,Zigzag,23743489,13783285,23743556,13783600,627,875,103,57,0.014705810132146724
7d4c7154d9f6307cc4dc10d028bf25c36b950f8d32c66a2e458472162d282d0d,Zigzag,23869318,13823258,23869298,13823568,540,869,109,54,0.5668704827801788
724c10df8c834efbfd963999ef69ab84038b485cd99701ee78635ff34855c1a8,FCBK,23880503,13752933,23880092,13753240,149,867,40,110,1.5700718138203404
67accd243d42fdfa182eb8bb5e9c52d261fd7fa81fc85c65f6f0a4d94a069b31,Zigzag,23876775,13727935,23877035,13728346,821,971,91,50,1.5704776795704687
67accd243d42fdfa182eb8bb5e9c52d261fd7fa81fc85c65f6f0a4d94a069b31,Zigzag,23876775,13727935,23876512,13728461,298,1086,47,67,0.005936807647423857
f5096ba8fc05d6c17840994d861e6044792b9dd2458ab3b4c474d292a18fa48b,Zigzag,23866522,13836190,23866366,13835707,404,76,56,99,1.5473558486702916
6365637b8bfa7c2930cab9fc204e711e3f0daaa51922e9809072f07f6278a87e,Zigzag,23797549,13748590,23797640,13748345,651,315,91,50,1.565766680760173
1ed5d77abace5678d32abca8c9a7c3afe5ef41563a688012aadb34b368481ab4,Zigzag,23750945,13837267,23751309,13836762,923,54,122,52,0.08766434718895272
f605b2a275a2cb5027b76f24ea8403160b53c1f66971c54575ab60996e26414b,Zigzag,23722983,13798428,23723254,13797913,831,45,81,51,1.5633368125815847
2617104ec6a94a53f351abe5407a52c280a5d44262fe9b2eca6fb4fc9876e89a,Zigzag,23763994,13775705,23764037,13776077,603,932,51,103,1.5622240107200949
3ad255211238f61ebf3d6f77930a417f2e20da2ad84a198c2c0c6586f17b7714,FCBK,23729508,13709419,23729482,13709050,534,191,48,131,1.5653995640039056
9e824dfbdc80b020e2b7762ee82f4a749f11de9f7eca280a502ac2b9059510e2,Zigzag,23859997,13751847,23859881,13751438,444,150,50,96,0.7500494936166086
9e824dfbdc80b020e2b7762ee82f4a749f11de9f7eca280a502ac2b9059510e2,Zigzag,23859997,13751847,23860167,13752337,730,1050,90,58,1.5666045112391118
9e824dfbdc80b020e2b7762ee82f4a749f11de9f7eca280a502ac2b9059510e2,Zigzag,23859997,13751847,23860238,13751670,801,383,91,51,1.5106761309766303
3e99b3fe7ffe6e3f08618c5eaf61c36188553663d8a60b219e832199fdce557e,FCBK,23793821,13853409,23793477,13853732,217,883,49,118,1.5564794390907395
c608bf9c60e00d9b62fd303a2db64dd5d3999d645ca773798d742898c6b14578,Zigzag,23822715,13828649,23822440,13828671,286,582,56,103,1.5692848497182221
da6da8dcaf1962079ef39d78fba3302aece654f17524a1b29e329332d5baa23a,FCBK,23812462,13849107,23812755,13849575,853,1028,121,47,0.0010009133354865662
15fa659e731cecda92cbc663ad31f45305245e206b33f7569b18ddb9bfe4bf5d,FCBK,23908465,13794103,23907975,13793715,70,172,51,104,0.007194764271890394
a1241b0276b07436980c29e1b7bce8318ae918c28721e74daf6897f78fdc90ac,Zigzag,23814326,13804911,23814274,13805272,508,921,61,113,1.565265207526911
0b67bda8b96f2c03293a4ee03d078cfe0c603dea648d4f4ed79ba45261795b9e,Zigzag,23886095,13714869,23885983,13714990,448,681,47,93,1.56596881468691
2d2c5b535e04681387e07a93760b0610eae04fdc87276ca52efae7e514670eec,Zigzag,23771451,13663531,23771140,13664079,250,1107,25,34,1.5574166054783385
a4a972ae5ff363cb8187ca06a5dce531592ada6bd57b97db9377c27ebf7a057d,Zigzag,23754674,13653671,23754735,13653735,621,624,49,108,0.10290632550964075
a4a972ae5ff363cb8187ca06a5dce531592ada6bd57b97db9377c27ebf7a057d,Zigzag,23754674,13653671,23754990,13653289,876,178,102,51,0.00207095975813577
56c1a92ce943eb7c2b5f23fefbe955ce710e048879485187a235523745fa7d55,FCBK,23873046,13727935,23872687,13727973,201,598,120,50,0.052992603022940676
2227b7bfbd815c4b0d575c8dfc4fde18ab689f8a5548166ca70efad00ea697da,Zigzag,23837628,13685408,23837295,13685453,227,604,93,42,0.0002765378102113793
0e45ed1ccee766d2af91adf861f5a2bbc33fb1d8f7fb6a453f6d5204a4dffc13,Zigzag,23874910,13760529,23874839,13760621,488,652,100,51,0.4503715661590986
b7c20643d652a4047a9bb3b15c4f6c13e2d065776309c613328681e813ac57a0,Zigzag,23771451,13687594,23771283,13687140,392,107,109,59,0.03478225286768272
344997aeea6a83b44c2595e5114c6d439a0a2d6b8359377843ec0aa56465b91e,Zigzag,23854405,13836190,23854462,13836121,617,491,57,122,0.1020030145573995
c7fa1f2d7e278a83bfedfa11a9e97645dbdd8c8bb9f1e0999748c16c36c0b02e,Zigzag,23844152,13818944,23843844,13818721,251,337,49,105,1.5632021897884811
